case_id,weight,language,ident1,sc1,cp_intro1,s0a,int1,int3,q1a,q1b,q1c,q1d,q1e,q1f,q1g,halfsamp,q2a,q2b,q2c,q2d,q3a,q3b,q3c,q3d,q4,q5,q6a,q6b,q6c,q6d,q6e,q7a,q7b,q7c,q7d,q7e,q8a,q8b,q8c,q9,q10,q11a,q11b,q11c,q11d,q11e,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q22a,q23,q23a,q24,q24a,q25,q26a,q26b,q26c,q27,q28,q29,q30,q31,q32a,q32b,q32c,q33,q34a,q34b,d7,d7a,recage,recage2,state,region,coverage,agecov,covtype,covtypeot,agecovtype,covselfother,covself,covselfot,covmkt,health,rechealth,rechealth2,care,prexa,everppfa,preg1,abort1,abort2,sti1,sti2,party,partyot,partylean,party3,party5,ideology,rvote,trumpapprove,trumpapprove2,religion,religionot,christian,bornagain,religrecode,racerelig,q35,q36,marital,d2,d3,employ,recemploy,d4,d8,receduc,receduc2,receduc3,d9,income,recincome,d10,d11,d11ot,racethn,nativity,racethn2,d16,gendervar,l1,c1,intv_start_date,intv_end_date
00000072,.3163,English,LL,Already on phone, , ,No,No,Very important,Very important,Very important,Very important,The most important issue,Very important,Very important,A,Very comfortable,Not at all comfortable,Not at all comfortable,Somewhat comfortable, , , , ,Don't know enough to say,Over half*,Not sure,Not sure,Not sure,Not sure,Not sure,True,False,True,True,True,About right,Too easy,About right,Stayed about the same,Illegal in most cases,Legal,Legal,Legal,Legal,Legal,"No, do not overturn",There are still some cases in which abortion is illegal,To make it more difficult for women to get an abortion,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Protect the health and safety of women,Support,Oppose,Oppose,Support,Support,Still support,Support,Still support,Support,Oppose,"Yes, have heard of it",False,True,True,Between 8 and 13 weeks,20,20,"No, have not heard of it",Somewhat safe,Abortion is less safe,Abortion is less safe,Abortion is less safe,Not at all confident,False,False,64, ,18-64,50-64,MICHIGAN,North Central,Covered by health insurance,Insured Less than 65,Medicaid/STATE-SPECIFIC MEDICAID NAME, ,Medicaid, , , , ,Good,Good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,No,Pro-life,No,No,Not at all worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Moderate,Yes,Refused/Web blank,Don't know/Refused/Web Blank,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"Yes, born-again or Evangelical",Evangelical Protestant,Non-White Protestant,"Basically, every day",No,Divorced,Not employed,Retired,Retired,Retired,1,"High school graduate (Grade 12 with diploma or GED certificate or vocational, business technical or other training that",High school graduate,High school or less,Less than college,"$20,000 to under $30,000","$20,000 to less than $30,000",Less than $30K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Female,Female,No, ,20191223,20191223
00000082,.2113,English,Cell, ,Not driving,18 or older,No,No,The most important issue,Somewhat important,Somewhat important,The most important issue,Somewhat important,Very important,Very important,A,Not applicable (Vol. for phone),Refused/Web blank,Somewhat comfortable,Very comfortable, , , , ,More common,About 1 out of every 4,"Yes, curable","Yes, curable","Yes, curable",Not sure,"Yes, curable",True,True,Don't know,True,True,About right,Too difficult,Too easy,Stayed about the same,Legal in most cases,Legal,Legal,Legal,Refused/Web blank,Legal,"No, do not overturn",Abortion is legal in all cases,Refused/Web blank,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Oppose,Oppose, ,Support,Now oppose,Oppose, ,"Yes, have heard of it",True,False,False,Between 8 and 13 weeks,20,15,"No, have not heard of it",Very safe,Abortion is about as safe,Abortion is about as safe,Abortion is about as safe,Very confident,False,False,64, ,18-64,50-64,CONNECTICUT,North East,Covered by health insurance,Insured Less than 65,Medicaid/STATE-SPECIFIC MEDICAID NAME, ,Medicaid, , , , ,Only fair,Only fair/Poor,Only fair/Poor,A private doctor's office,"Yes, someone in household has pre-existing condition",No,No,Pro-choice,Yes,Yes,Not at all worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Very liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,Roman Catholic/Catholic, , , ,Catholic,Catholic,"Basically, every day",No,Divorced,Not employed,Retired,Retired,Retired,1,"Four year college or university degree/Bachelor's degree (e.g., BS, BA, AB)",College+,College+,College+,"Under $20,000","Less than $20,000",Less than $30K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Male,Male, ,"No, no home telephone",20191223,20191223
00000087,.7948,English,LL,Already on phone, , ,No,No,Very important,Very important,Very important,Very important,Very important,Very important,Very important,A,Not applicable (Vol. for phone),Very comfortable,Very comfortable,Very comfortable, , , , ,Don't know enough to say,About 1 out of every 100 people,Not sure,Not sure,Not sure,"Yes, curable",Not sure,True,True,True,True,True,Don't know,Don't know,Don't know,Refused/Web blank,Legal in all cases, , , , , ,"No, do not overturn",Don't know,To protect women's access to abortions,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Don't know,Oppose,Oppose,Don't know,Oppose, ,Support,Still support,Oppose, ,"Yes, have heard of it",True,Don't know,True,Between 8 and 13 weeks,Refused/Web Blank,Refused/Web Blank,"No, have not heard of it",Very safe,Abortion is less safe,Abortion is less safe,Refused/Web blank,Don't know,False,False,87, ,65+,65+,NEW YORK,North East,Covered by health insurance, ,Medicare, , , , , , ,Excellent,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,No,Pro-choice,No,Yes,Refused/Web blank,An independent, ,Democratic party,Democrat/Independent lean Democrat,Independent lean Democrat,Very liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,White Mainline Protestant,Refused/Web blank,No,Divorced,Not employed,Retired,Retired,Retired,1,"Some college, no degree (includes community college)",Some college,Some college,Less than college,"$20,000 to under $30,000","$20,000 to less than $30,000",Less than $30K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,No, ,20191226,20191226
00000095,.9724,English,LL,Already on phone, , ,No,No,Somewhat important,Very important,The most important issue,Somewhat important,Very important,Very important,Somewhat important,A,Not at all comfortable,Somewhat comfortable,Not at all comfortable,Somewhat comfortable, , , , ,More common,Over half*,"Yes, curable","Yes, curable","Yes, curable","Yes, curable","Yes, curable",True,True,True,True,True,About right,Don't know,Don't know,Stayed about the same,Don't know, , , , , ,"No, do not overturn",Don't know,To make it more difficult for women to get an abortion,Would no longer be legal,Don't know,Make it more difficult for women to access abortion,Support,Don't know,Support,Support,Support,Still support,Don't know, ,Support,Support,"Yes, have heard of it",True,False,False,Less than 8 weeks,Don't know,Don't know,"No, have not heard of it",Somewhat safe,Abortion is about as safe,Don't know,Abortion is less safe,Not at all confident,False,False,69, ,65+,65+,PENNSYLVANIA,North East,Covered by health insurance, ,Medicare, , , , , , ,Excellent,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"Yes, someone in household has pre-existing condition",No,No,Pro-life,Yes,No,Not at all worried,A Republican, , ,Republican/Independent lean Republican,Republican,Very liberal,Yes,Strongly approve,Strongly approve/Somewhat approve,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,Non-White Protestant,A few times a week,No,Divorced,Not employed,Retired,Retired,Retired,1,"Some college, no degree (includes community college)",Some college,Some college,Less than college,"Under $20,000","Less than $20,000",Less than $30K,No,Mixed, ,"Other, non-Hispanic", ,"Other, non-Hispanic",Male,Male,Yes respondent or someone else has cell phone in household, ,20191226,20191226
00000099,.6117,English,LL,Already on phone, , ,No,No,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,A,Very comfortable,Not very comfortable,Not very comfortable,Not very comfortable, , , , ,More common,About 1 out of every 100 people,Not sure,"No, not curable",Not sure,"No, not curable","No, not curable",True,False,False,True,True,Too difficult,Don't know,Too difficult,Harder,Don't know, , , , , ,"No, do not overturn",There are still some cases in which abortion is illegal,To make it more difficult for women to get an abortion,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Protect the health and safety of women,Support,Oppose,Oppose,Support,Support,Now oppose,Support,Now oppose,Support,Support,"Yes, have heard of it",True,False,True,Between 8 and 13 weeks,10,25,"No, have not heard of it",Somewhat safe,Abortion is about as safe,Abortion is about as safe,Abortion is about as safe,Somewhat confident,Don't know,False,88, ,65+,65+,PENNSYLVANIA,North East,Covered by health insurance, ,Medicare, , , , , , ,Good,Good,Excellent/Very good/Good,A hospital emergency room,"Yes, someone in household has pre-existing condition",No,Yes,Pro-choice,No,Yes,Not at all worried,An independent, ,Independent/Don't lean to either party (Vol. for phone),Pure Independents,Independent/Don't lean,Moderate,No,Somewhat disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"Yes, born-again or Evangelical",Evangelical Protestant,White Evangelical Protestant,A few times a week,Yes,Widowed,Not employed,Retired,Retired,Retired,3,"Some college, no degree (includes community college)",Some college,Some college,Less than college,"$30,000 to under $40,000","$30,000 to less than $40,000",$30K to $99.9K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household, ,20191228,20191228
00000132,3.1123,English,Cell, ,Not driving,18 or older,No,No,The most important issue,Very important,Very important,Very important,Very important,Very important,Very important,A,Very comfortable,Not at all comfortable,Refused/Web blank,Very comfortable, , , , ,Don't know enough to say,Over half*,"Yes, curable",Not sure,"Yes, curable",Not sure,"Yes, curable",True,False,True,True,Don't know,About right,About right,About right,Stayed about the same,Legal in most cases,Legal,Legal,Legal,Legal,Legal,"No, do not overturn",Abortion is legal in all cases,To protect women's access to abortions,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Oppose,Support,Still support,Support,Still support,Support,Support,"Yes, have heard of it",True,True,True,Don't know,50,80,"No, have not heard of it",Very safe,Abortion is about as safe,Abortion is less safe,Abortion is about as safe,Very confident,False,False,75, ,65+,65+,NORTH CAROLINA,South,Covered by health insurance, ,Somewhere else,VA, ,Don't know, , , ,Only fair,Only fair/Poor,Only fair/Poor,Don't know,"Yes, someone in household has pre-existing condition",No,Yes,Pro-choice,Yes,No,Not at all worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Moderate,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,No religion/atheist/agnostic, , , ,None,Atheist/Agnostic/None,Once a month,No,Divorced,Not employed,A homemaker,A homemaker or stay at home parent,a homemaker or stay at home parent,3,"High school graduate (Grade 12 with diploma or GED certificate or vocational, business technical or other training that",High school graduate,High school or less,Less than college,"Under $20,000","Less than $20,000",Less than $30K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Male,Male, ,"No, no home telephone",20191227,20191227
00000156,.4624,English,LL,Already on phone, , ,No,No,The most important issue,Very important,Very important,Very important,Very important,Very important,Very important,A,Very comfortable,Refused/Web blank,Very comfortable,Very comfortable, , , , ,Don't know enough to say,About 1 out of every 100 people,Not sure,"No, not curable",Not sure,Not sure,Not sure,True,True,True,True,True,Too difficult,Too difficult,Too difficult,Harder,Legal in all cases, , , , , ,"No, do not overturn",Abortion is legal in all cases,To protect women's access to abortions,Would no longer be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Support,Oppose,Oppose,Support,Support,Still support,Support,Still support,Support,Support,"Yes, have heard of it",True,False,True,Between 14 and 20 weeks,40,35,"No, have not heard of it",Very safe,Abortion is safer,Abortion is safer,Abortion is about as safe,Somewhat confident,False,False,76, ,65+,65+,MICHIGAN,North Central,Covered by health insurance, ,Medicare, , , , , , ,Very good,Excellent/Very good,Excellent/Very good/Good,A private doctor's office,"No, no one in household has pre-existing condition",No,No,Pro-choice,Yes,Yes,Not at all worried,An independent, ,Democratic party,Democrat/Independent lean Democrat,Independent lean Democrat,Somewhat liberal,No,Strongly disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,White Mainline Protestant,A few times a week,No,Single that is never married,Not employed,Retired,Retired,Retired,1,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",College+,College+,College+,"$50,000 to under $60,000","$50,000 to less than $70,000",$30K to $99.9K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Male,Male,No, ,20191229,20191229
00000231,1.3522,English,Cell, ,Not driving,18 or older,No,No,Very important,Very important,The most important issue,Somewhat important,Very important,Somewhat important,Somewhat important,A,Very comfortable,Not very comfortable,Not very comfortable,Very comfortable, , , , ,More common,About 1 out of every 10,Not sure,Not sure,Not sure,Not sure,Not sure,True,True,True,True,True,Too difficult,Too difficult,About right,Stayed about the same,Legal in most cases,Legal,Legal,Legal,Legal,Legal,"No, do not overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Make it more difficult for women to access abortion,Support,Oppose,Oppose,Oppose,Support,Still support,Oppose, ,Oppose, ,"Yes, have heard of it",True,Don't know,True,Less than 8 weeks,20,50,"No, have not heard of it",Very safe,Abortion is about as safe,Abortion is about as safe,Abortion is about as safe,Not at all confident,False,True,69, ,65+,65+,PENNSYLVANIA,North East,Covered by health insurance, ,Medicare, , , , , , ,Poor,Only fair/Poor,Only fair/Poor,A private doctor's office,"Yes, someone in household has pre-existing condition",No,No,Pro-choice,Yes,No,Not at all worried,A Republican, , ,Republican/Independent lean Republican,Republican,Somewhat conservative,Yes,Strongly approve,Strongly approve/Somewhat approve,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"No, not born-again or Evangelical",Mainline Protestant,White Mainline Protestant,Once a month,Yes,Married,Not employed,Retired,Retired,Retired,2,"Some college, no degree (includes community college)",Some college,Some college,Less than college,"Under $20,000","Less than $20,000",Less than $30K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Male,Male, ,"No, no home telephone",20191228,20191228
00000248,1.9075,English,LL,Already on phone, , ,No,No,The most important issue,The most important issue,Very important,Very important,Very important,The most important issue,Somewhat important,B, , , , ,Very comfortable,Very comfortable,Somewhat comfortable,Very comfortable,More common,Over half*,Not sure,"No, not curable","Yes, curable",Not sure,"No, not curable",True,True,True,True,True,About right,Too easy,About right,Stayed about the same,Illegal in all cases, , , , , ,"Yes, overturn",There are still some cases in which abortion is illegal,To make it more difficult for women to get an abortion,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Protect the health and safety of women,Support,Support,Oppose,Support,Support,Still support,Oppose, ,Oppose, ,"Yes, have heard of it",True,True,False,Between 8 and 13 weeks,20,40,"No, have not heard of it",Very unsafe,Abortion is less safe,Abortion is less safe,Abortion is less safe,Not at all confident,False,True,72, ,65+,65+,SOUTH CAROLINA,South,Covered by health insurance, ,Plan through your employer, , , , , , ,Only fair,Only fair/Poor,Only fair/Poor,A hospital emergency room,"Yes, someone in household has pre-existing condition",No,No,Pro-life,No,No,Not at all worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Very conservative,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,Other religion,HOLY,"Yes, Christian","Yes, born-again or Evangelical",Evangelical Protestant,Non-White Protestant,A few times a week,No,Married,Not employed,Retired,Retired,Retired,2,"High school graduate (Grade 12 with diploma or GED certificate or vocational, business technical or other training that",High school graduate,High school or less,Less than college,"Under $20,000","Less than $20,000",Less than $30K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Female,Female,Yes respondent or someone else has cell phone in household, ,20191227,20191227
00000268,2.688,English,Cell, ,Not driving,18 or older,No,No,Refused/Web blank,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,B, , , , ,Very comfortable,Very comfortable,Very comfortable,Don't know,Don't know enough to say,Refused/Web blank,Not sure,Not sure,Not sure,Not sure,Not sure,True,True,Don't know,True,True,Don't know,Don't know,Don't know,Don't know,Don't know, , , , , ,Don't know,Don't know,Don't know,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Don't know,Oppose,Don't know,Oppose,Don't know,Don't know, ,Don't know, ,Refused/Web blank, ,"Yes, have heard of it",Refused/Web blank,Don't know,Don't know,Don't know,Don't know,Don't know,"No, have not heard of it",Refused/Web blank,Don't know,Don't know,Don't know,Not at all confident,Don't know,Don't know,Don't know,50-64,18-64,50-64,ILLINOIS,North Central,Not covered by health insurance,Uninsured Less than 65, , ,Uninsured <65, , , , ,Poor,Only fair/Poor,Only fair/Poor,Or do you have no usual source of care,"No, no one in household has pre-existing condition",Yes,No,Don't know,No,Yes,Not at all worried,Something Else,NONE,Independent/Don't lean to either party (Vol. for phone),Pure Independents,Independent/Don't lean,Don't know,Yes,Strongly approve,Strongly approve/Somewhat approve,No religion/atheist/agnostic, , , ,None,Atheist/Agnostic/None,Not at all,No,Refused/Web blank,Not employed,Retired,Retired,Retired,1,"High school graduate (Grade 12 with diploma or GED certificate or vocational, business technical or other training that",High school graduate,High school or less,Less than college,"Under $20,000","Less than $20,000",Less than $30K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Male,Male, ,"No, no home telephone",20191226,20191226
00000275,1.8099,English,Cell, ,Not driving,18 or older,No,No,Very important,Very important,Not important,Very important,Very important,Very important,Not important,B, , , , ,Not at all comfortable,Not at all comfortable,Not at all comfortable,Not at all comfortable,Don't know enough to say,About 1 out of every 100 people,Not sure,Not sure,Not sure,Not sure,Not sure,Don't know,True,True,True,Don't know,Too difficult,Don't know,Too difficult,Stayed about the same,Legal in most cases,Legal,Legal,Legal,Legal,Illegal,"No, do not overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Don't know,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Protect the health and safety of women,Don't know,Oppose,Oppose,Don't know,Support,Don't know,Support,Still support,Don't know, ,"No, have not heard of it", , , ,Don't know,2,10,"No, have not heard of it",Very unsafe,Abortion is about as safe,Abortion is less safe,Abortion is less safe,Not very confident,False,True,56, ,18-64,50-64,ALABAMA,South,Covered by health insurance,Insured Less than 65,Medicaid/STATE-SPECIFIC MEDICAID NAME, ,Medicaid, , , , ,Poor,Only fair/Poor,Only fair/Poor,A neighborhood clinic or health center,"Yes, someone in household has pre-existing condition",Yes,No,Pro-choice,No,No,Not at all worried,Something Else,does not vote,Independent/Don't lean to either party (Vol. for phone),Pure Independents,Independent/Don't lean,Moderate,No,Strongly disapprove,Strongly disapprove/Somewhat disapprove,"Protestant (includes Baptist, Christian, Episcopalian, Jehovah's Witness, Lutheran, Methodist, Presbyterian, etc.)", , ,"Yes, born-again or Evangelical",Evangelical Protestant,White Evangelical Protestant,"Basically, every day",No,Single that is never married,Not employed,Retired,Retired,Retired,2,Less than high school (Grades 1-8 or no formal schooling),Less than high school,High school or less,Less than college,"Under $20,000","Less than $20,000",Less than $30K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Male,Male, ,"Yes, has a home telephone",20191226,20191226
00000289,1.5052,English,Cell, ,Not driving,18 or older,No,No,Very important,Very important,Very important,Very important,Very important,Very important,Very important,A,Not very comfortable,Not at all comfortable,Not at all comfortable,Not at all comfortable, , , , ,Don't know enough to say,About 1 out of every 100 people,Not sure,Not sure,Not sure,Not sure,Not sure,True,True,True,True,True,Too difficult,Too difficult,Too difficult,Harder,Don't know, , , , , ,"No, do not overturn",Don't know,To protect women's access to abortions,Don't know,OPTION A: Lawmakers should make decisions about when abortions should be available and under what conditions,Make it more difficult for women to access abortion,Oppose,Oppose,Oppose,Support,Support,Still support,Support,Still support,Oppose, ,"No, have not heard of it", , , ,Less than 8 weeks,Don't know,4,"No, have not heard of it",Very unsafe,Abortion is about as safe,Abortion is less safe,Abortion is safer,Not at all confident,True,True,72, ,65+,65+,RHODE ISLAND,North East,Not covered by health insurance, , , , , , , , ,Only fair,Only fair/Poor,Only fair/Poor,A hospital emergency room,"Yes, someone in household has pre-existing condition",No,Yes,Pro-life,No,No,Not very worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Very conservative,Yes,Strongly approve,Strongly approve/Somewhat approve,Roman Catholic/Catholic, , , ,Catholic,Catholic,"Basically, every day",Yes,Divorced,Not employed,Temporarily unemployed,Temporarily unemployed,Unemployed,4,Two year associate degree from a college or university,Some college,Some college,Less than college,"Under $20,000","Less than $20,000",Less than $30K,No,Black or African American, ,"Black, non-Hispanic", ,"Black, non-Hispanic",Male,Male, ,"No, no home telephone",20191229,20191229
00000290,1.0409,English,Cell, ,Not driving,18 or older,No,No,Very important,Very important,The most important issue,Very important,Very important,Very important,Somewhat important,B, , , , ,Somewhat comfortable,Very comfortable,Very comfortable,Very comfortable,Don't know enough to say,Over half*,Not sure,Not sure,Not sure,Not sure,Not sure,True,True,False,True,False,About right,About right,Too easy,Stayed about the same,Illegal in most cases,Legal,Legal,Legal,Legal,Illegal,"No, do not overturn",There are still some cases in which abortion is illegal,To protect women's access to abortions,Would continue to be legal,OPTION B: Decisions about abortions should be made by women in consultation with their doctors,Protect the health and safety of women,Support,Oppose,Oppose,Support,Oppose, ,Oppose, ,Oppose, ,"No, have not heard of it", , , ,Less than 8 weeks,25,25,"No, have not heard of it",Very unsafe,Abortion is less safe,Abortion is less safe,Abortion is less safe,Not at all confident,False,True,64, ,18-64,50-64,PENNSYLVANIA,North East,Covered by health insurance,Insured Less than 65,Medicare, ,Medicare, , , , ,Poor,Only fair/Poor,Only fair/Poor,A private doctor's office,"Yes, someone in household has pre-existing condition",Yes,No,Pro-life,No,No,Not at all worried,A Democrat, , ,Democrat/Independent lean Democrat,Democrat,Somewhat liberal,Yes,Strongly disapprove,Strongly disapprove/Somewhat disapprove,Roman Catholic/Catholic, , , ,Catholic,Catholic,"Basically, every day",No,Divorced,Not employed,Retired,Retired,Retired,2,"Some college, no degree (includes community college)",Some college,Some college,Less than college,"$20,000 to under $30,000","$20,000 to less than $30,000",Less than $30K,No,White, ,"White, non-Hispanic", ,"White, non-Hispanic",Female,Female, ,"No, no home telephone",20191226,20191226
